Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency,Constituency number
MOHD. RIZWAN,Bahujan Samaj Party,42645,97,42742,15.73,Kundarki,29
JABIR HUSAIN,Aam Aadmi Party,975,2,977,0.36,Kundarki,29
MOHD. VARISH,All India Majlis-E-Ittehadul Muslimeen,14248,3,14251,5.24,Kundarki,29
VIPIN KUMAR,Shiv Sena,350,0,350,0.13,Kundarki,29
FAIZAN,Independent,246,0,246,0.09,Kundarki,29
MUSLIM AHMAD,Independent,441,0,441,0.16,Kundarki,29
MOHD. RIZWAN,Independent,297,1,298,0.11,Kundarki,29
SHAHNAWAZ,Independent,555,0,555,0.2,Kundarki,29
NOTA,None of the Above,1786,1,1787,0.66,Kundarki,29
SHRIMATI URMILA PATEL,Indian National Congress,2797,6,2803,0.97,Kursi,266
KUMARI MEETA GAUTAM,Bahujan Samaj Party,35472,89,35561,12.33,Kursi,266
Rakesh Kumar Verma,Samajwadi Party,118094,409,118503,41.07,Kursi,266
Sakendra Pratap,Bharatiya Janata Party,118614,106,118720,41.15,Kursi,266
KUMAIL ASHARAF KHAN,All India Majlis-E-Ittehadul Muslimeen,8533,8,8541,2.96,Kursi,266
DINESH CHANDRA SAINI,Pichhra Samaj Party,561,0,561,0.19,Kursi,266
Neeraj Kumar Rawat,Aam Aadmi Party,889,0,889,0.31,Kursi,266
MOHD. MAKSOOD ANSARI,Peace Party,671,0,671,0.23,Kursi,266
SANTOSH KUMAR,Independent,547,0,547,0.19,Kursi,266
NOTA,None of the Above,1723,0,1723,0.6,Kursi,266
Panchanand Pathak (P.N. Pathak),Bharatiya Janata Party,114869,399,115268,52.14,Kushinagar,333
Mukeshwar Prasad Urf Pappu Madheshiya,Bahujan Samaj Party,15994,113,16107,7.29,Kushinagar,333
Rajesh Pratap Rao Urf Banti Bhaiya,Samajwadi Party,79619,859,80478,36.4,Kushinagar,333
Syamrati,Indian National Congress,1468,13,1481,0.67,Kushinagar,333
Dipu Urf Atul Kumar Pandey,Aam Aadmi Party,172,0,172,0.08,Kushinagar,333
Mukesh,Bharatiya Swajivi Nagrik Party,157,1,158,0.07,Kushinagar,333
Rajesh,Aam Janta Party (India),175,0,175,0.08,Kushinagar,333
Shrinarayan,Janata Dal  (United),350,4,354,0.16,Kushinagar,333
Safi Ahmad,All India Majlis-E-Ittehadul Muslimeen,2789,7,2796,1.26,Kushinagar,333
Ajaya Singh,Independent,251,3,254,0.11,Kushinagar,333
Khushruddin Ansari,Independent,381,2,383,0.17,Kushinagar,333
Dhawalesh,Independent,556,1,557,0.25,Kushinagar,333
Parama,Independent,692,0,692,0.31,Kushinagar,333
Sunil Kumar Dubey,Independent,581,2,583,0.26,Kushinagar,333
NOTA,None of the Above,1614,2,1616,0.73,Kushinagar,333
ANIL KUMAR VERMA,Samajwadi Party,112462,525,112987,47.05,Laharpur,148
ANUPAMA DWIVEDI,Indian National Congress,1562,2,1564,0.65,Laharpur,148
MO. JUNAID ANSARI,Bahujan Samaj Party,19760,49,19809,8.25,Laharpur,148
SUNEEL VERMA,Bharatiya Janata Party,99643,189,99832,41.57,Laharpur,148
SANTOSH KUMAR SAXENA,Aam Aadmi Party,2144,0,2144,0.89,Laharpur,148
ATUL VERMA,Independent,820,1,821,0.34,Laharpur,148
RAKESH KUMAR,Independent,556,0,556,0.23,Laharpur,148
SALMA BEGUM,Independent,548,0,548,0.23,Laharpur,148
NOTA,None of the Above,1890,0,1890,0.79,Laharpur,148
Utkarsh Verma Madhur,Samajwadi Party,106146,939,107085,39.74,Lakhimpur,142
Janardan Prasad J.P.Mishra,Communist Party of India,1119,0,1119,0.42,Lakhimpur,142
Mohan Bajpai,Bahujan Samaj Party,23860,154,24014,8.91,Lakhimpur,142
Yogesh Verma,Bharatiya Janata Party,127262,401,127663,47.38,Lakhimpur,142
Dr. RaviShankar Trivedi,Indian National Congress,2822,12,2834,1.05,Lakhimpur,142
Ashraf Ali  Advocate,Peace Party,334,1,335,0.12,Lakhimpur,142
Mo. Usman Siddiqui,All India Majlis-E-Ittehadul Muslimeen,1208,4,1212,0.45,Lakhimpur,142
Khushi Kinnar,Aam Aadmi Parivartan Party,646,0,646,0.24,Lakhimpur,142
Nawal Kishor,Bharat Swabhiman Party,522,0,522,0.19,Lakhimpur,142
Dr. Ram Ji Sharma Advocate,Rashtriya Lokshakti Party,879,0,879,0.33,Lakhimpur,142
Reetu Verma  Didi,Loktantrik Janwadi Party,537,0,537,0.2,Lakhimpur,142
Naresh Singh Bhadauriya,Independent,575,2,577,0.21,Lakhimpur,142
NOTA,None of the Above,2047,2,2049,0.76,Lakhimpur,142
AZAD ARIMARDAN,Bahujan Samaj Party,57562,247,57809,26.44,Lalganj,351
NEELAM,Bharatiya Janata Party,68720,314,69034,31.57,Lalganj,351
PUSHPA BHARTIY,Indian National Congress,2093,6,2099,0.96,Lalganj,351
BECHAI,Samajwadi Party,83087,680,83767,38.31,Lalganj,351
ARVIND,Bahujan Awam Party,683,0,683,0.31,Lalganj,351
KARMRAJ,Lok Janshakti Party(Ram Vilas),328,0,328,0.15,Lalganj,351
RAJNATH DASAI JAISWAR,Aazad Samaj Party (Kanshi Ram),476,0,476,0.22,Lalganj,351
RIPUSUDAN,Jan Adhikar Party,938,1,939,0.43,Lalganj,351
HARIRAM,Aam Aadmi Party,463,2,465,0.21,Lalganj,351
RAMCHANDAR,Independent,1313,1,1314,0.6,Lalganj,351
NOTA,None of the Above,1743,0,1743,0.8,Lalganj,351
Chandra Bhusan Singh Bundela (Guddu Raja),Bahujan Samaj Party,69172,163,69335,20.81,Lalitpur,226
Balwant Singh Rajpoot,Indian National Congress,3910,10,3920,1.18,Lalitpur,226
Ramesh Prasad,Samajwadi Party,68338,259,68597,20.59,Lalitpur,226
Ramratan Kushwaha,Bharatiya Janata Party,176307,243,176550,52.99,Lalitpur,226
Vandana,Jan Adhikar Party,4474,1,4475,1.34,Lalitpur,226
Sanjay Khan,Aam Aadmi Party,857,0,857,0.26,Lalitpur,226
Hariom,Bhartiya Lok Satta Party,713,2,715,0.21,Lalitpur,226
Akhilesh  Kumar,Independent,778,1,779,0.23,Lalitpur,226
Anil,Independent,1106,1,1107,0.33,Lalitpur,226
Pradip Kumar Gupta,Independent,1384,0,1384,0.42,Lalitpur,226
Rahul Kushwaha,Independent,1556,0,1556,0.47,Lalitpur,226
NOTA,None of the Above,3877,3,3880,1.16,Lalitpur,226
AVANISH KUMAR SINGH,Bahujan Samaj Party,41992,127,42119,19.98,Lambhua,190
VINAY VIKRAM SINGH,Indian National Congress,1926,4,1930,0.92,Lambhua,190
SANTOSH PANDEY,Samajwadi Party,72821,645,73466,34.85,Lambhua,190
SITARAM VERMA,Bharatiya Janata Party,82678,321,82999,39.37,Lambhua,190
AMRITLAL VISHWAKARMA,Moulik Adhikar Party,1320,0,1320,0.63,Lambhua,190
ISLAM,Jan Adhikar Party,2547,1,2548,1.21,Lambhua,190
DHARMRAJ GAUTAM,Bahujan Mukti Party,501,2,503,0.24,Lambhua,190
MANJU LATA PAL,Aam Janta Party (India),869,1,870,0.41,Lambhua,190
RAKESH KUMAR,Aazad Samaj Party (Kanshi Ram),892,0,892,0.42,Lambhua,190
RAJENDRA PRASAD MAURYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),773,0,773,0.37,Lambhua,190
RAM SUNDER YADAV,Vikassheel Insaan Party,1729,0,1729,0.82,Lambhua,190
NOTA,None of the Above,1684,2,1686,0.8,Lambhua,190
AKIL,Bahujan Samaj Party,25676,41,25717,8.16,Loni,53
NANDKISHOR,Bharatiya Janata Party,127222,188,127410,40.44,Loni,53
MADAN BHAIYA,Rashtriya Lok Dal,118512,222,118734,37.68,Loni,53
MOHD YAMIN MALIK,Indian National Congress,2044,5,2049,0.65,Loni,53
AMIT KUMAR,Hindusthan Nirman Dal,1944,2,1946,0.62,Loni,53
JAI PRAKASH DUBE,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),240,0,240,0.08,Loni,53
DILSHAD,Rashtriya Samaj Paksha,606,1,607,0.19,Loni,53
MEHTAB,All India Majlis-E-Ittehadul Muslimeen,3211,3,3214,1.02,Loni,53
SACHIN KUMAR SHARMA,Aam Aadmi Party,6319,5,6324,2.01,Loni,53
RANJITA DHAMA,Independent,27255,34,27289,8.66,Loni,53
NOTA,None of the Above,1565,0,1565,0.5,Loni,53
Anil Pandey,Bahujan Samaj Party,10296,130,10426,5.27,LucknowCantt.,175
Dilpreet Singh Virk,Indian National Congress,6448,62,6510,3.29,LucknowCantt.,175
Brajesh Pathak,Bharatiya Janata Party,107547,600,108147,54.7,LucknowCantt.,175
Surendra Singh Gandhi 'Raju Gandhi',Samajwadi Party,67952,683,68635,34.71,LucknowCantt.,175
Ajay Kumar,Aam Aadmi Party,1596,18,1614,0.82,LucknowCantt.,175
Ajay Kumar Singh,Rashtriya Rashtrawadi Party,150,1,151,0.08,LucknowCantt.,175
Asheesh Saxena,Janata Dal  (United),117,1,118,0.06,LucknowCantt.,175
Rajni Kant Dubey,Samaj Sevak Party,178,0,178,0.09,LucknowCantt.,175
Sachidanand Srivastava,Janta Brigade Party,363,1,364,0.18,LucknowCantt.,175
Satyendra Kumar Tiwari,Rashtriya Jatigat Aarakshan Virodhi Party,191,0,191,0.1,LucknowCantt.,175
Nigmendra Mishra,Independent,165,0,165,0.08,LucknowCantt.,175
NOTA,None of the Above,1201,16,1217,0.62,LucknowCantt.,175
ASHISH CHANDRA,Bahujan Samaj Party,6124,57,6181,2.94,LucknowCentral,174
RAJNISH KUMAR GUPTA,Bharatiya Janata Party,93196,357,93553,44.43,LucknowCentral,174
RAVIDAS MEHROTRA,Samajwadi Party,104118,370,104488,49.62,LucknowCentral,174
SADAF JAFAR,Indian National Congress,2911,16,2927,1.39,LucknowCentral,174
GAURAV VERMA,Shiv Sena,132,1,133,0.06,LucknowCentral,174
DHARMENDRA GUPTA,Voters Party  International,63,0,63,0.03,LucknowCentral,174
NADEEM ASHRAF,Aam Aadmi Party,752,2,754,0.36,LucknowCentral,174
RAM KUMAR,Samaj Sevak Party,196,1,197,0.09,LucknowCentral,174
RAM SUNDAR BHUSHAN,Pachchasi Parivartan Samaj Party,129,0,129,0.06,LucknowCentral,174
VIKRANT MOHAN SRIVASTAVA,Bharatiya Jan Morcha Party,130,0,130,0.06,LucknowCentral,174
SALMAN SIDDIQUE,All India Majlis-E-Ittehadul Muslimeen,621,2,623,0.3,LucknowCentral,174
KISHORI LAL,Independent,168,0,168,0.08,LucknowCentral,174
MOHAMMAD ZAFAR QURESHI,Independent,261,0,261,0.12,LucknowCentral,174
NOTA,None of the Above,952,8,960,0.46,LucknowCentral,174
Anurag Singh Bhadouriya,Samajwadi Party,83362,835,84197,32.7,LucknowEast,173
Aashish Kumar Sinha,Bahujan Samaj Party,9688,146,9834,3.82,LucknowEast,173
Ashutosh Tandon 'Gopal Ji ',Bharatiya Janata Party,151994,934,152928,59.4,LucknowEast,173
Manoj Tiwari,Indian National Congress,4451,34,4485,1.74,LucknowEast,173
Avinash Bharti,Aazad Samaj Party (Kanshi Ram),677,12,689,0.27,LucknowEast,173
Alok Singh,Aam Aadmi Party,2661,19,2680,1.04,LucknowEast,173
Dilip Kumar Rastogi,Bahujan Mukti Party,81,0,81,0.03,LucknowEast,173
Naimish Pratap Narayan Singh,Rashtriya Rashtrawadi Party,64,0,64,0.02,LucknowEast,173
Vijay Laxmi Jaiswal,Gandhiyan Peoples Party,101,1,102,0.04,LucknowEast,173
Vinai Prakash Srivastava,Bhartiya Krishak Dal,118,0,118,0.05,LucknowEast,173
Ravikant Jha  Sintu,Lok Dal,112,0,112,0.04,LucknowEast,173
Shiva Gupta,Samaj Sevak Party,208,0,208,0.08,LucknowEast,173
Anurodh Srivastava,Independent,237,1,238,0.09,LucknowEast,173
Mridul Kumar Srivastava (Advocate),Independent,137,0,137,0.05,LucknowEast,173
NOTA,None of the Above,1579,16,1595,0.62,LucknowEast,173
Ajay Kumar Srivastava,Indian National Congress,3213,23,3236,1.24,LucknowNorth,172
Dr. Neeraj Bora,Bharatiya Janata Party,138512,647,139159,53.3,LucknowNorth,172
Pooja Shukla,Samajwadi Party,104527,679,105206,40.29,LucknowNorth,172
Mohd Sarwar Malik,Bahujan Samaj Party,8843,102,8945,3.43,LucknowNorth,172
Amit Shrivastav 'Tyagi'',Aam Aadmi Party,1354,12,1366,0.52,LucknowNorth,172
Kaushal Kishore,Moulik Adhikar Party,192,0,192,0.07,LucknowNorth,172
Noor Mo Varsi,Gandhiyan Peoples Party,96,0,96,0.04,LucknowNorth,172
Brijesh Chandra Awasthi,Mera Adhikaar Rashtriya Dal,79,0,79,0.03,LucknowNorth,172
Rani Siddiqui,Socialist Party (India),81,1,82,0.03,LucknowNorth,172
Sanjay Singh Rana,Bhartiya Sarvdharm Party,246,1,247,0.09,LucknowNorth,172
Arvind Shukla,Independent,206,0,206,0.08,LucknowNorth,172
Pankaj Sharma,Independent,642,2,644,0.25,LucknowNorth,172
Sarvesh Sai,Independent,299,0,299,0.11,LucknowNorth,172
NOTA,None of the Above,1334,8,1342,0.51,LucknowNorth,172
ARMAAN KHAN,Samajwadi Party,123840,657,124497,48.19,LucknowWest,171
ANJANI KUMAR SRIVASTAVA,Bharatiya Janata Party,115766,547,116313,45.03,LucknowWest,171
KAYAM RAZA  KHAN,Bahujan Samaj Party,9965,96,10061,3.89,LucknowWest,171
SHAHANA SIDDIQUI,Indian National Congress,2783,13,2796,1.08,LucknowWest,171
ATUL TIWARI,Bhartiya Shakti Chetna Party,177,1,178,0.07,LucknowWest,171
KANTI PANDEY,Rashtriya Rashtrawadi Party,112,1,113,0.04,LucknowWest,171
KAYNAT  SIDDIQUI,Jan Abhiyan Party,157,1,158,0.06,LucknowWest,171
RAJIV BAKSHI,Aam Aadmi Party,1283,11,1294,0.5,LucknowWest,171
RAHUL GUPTA,Independent,604,1,605,0.23,LucknowWest,171
Vinay Shukla,Independent,243,0,243,0.09,LucknowWest,171
MOHD HANIF KHAN,Independent,728,0,728,0.28,LucknowWest,171
NOTA,None of the Above,1324,10,1334,0.52,LucknowWest,171
MALA DEVI,Indian National Congress,2176,2,2178,1,Machhlishahr,369
MEHI LAL,Bharatiya Janata Party,82944,231,83175,38.1,Machhlishahr,369
DR. RAGINI,Samajwadi Party,90831,828,91659,41.99,Machhlishahr,369
VIJAY KUMAR,Bahujan Samaj Party,34941,118,35059,16.06,Machhlishahr,369
ACHCHHELAL,Rashtra Uday Party,844,0,844,0.39,Machhlishahr,369
PALAK DHARI,Peoples Party of India (Democratic),707,0,707,0.32,Machhlishahr,369
PREMCHAND GAUTAM,Aam Aadmi Party,358,0,358,0.16,Machhlishahr,369
S. P. MANAV,Aazad Samaj Party (Kanshi Ram),1625,4,1629,0.75,Machhlishahr,369
RANG BAHADUR,Jan Adhikar Party,923,0,923,0.42,Machhlishahr,369
SATYA PRAKASH,Bharatrashtra Democratic Party,582,0,582,0.27,Machhlishahr,369
NOTA,None of the Above,1196,2,1198,0.55,Machhlishahr,369
MOOL CHANDRA SINGH,Bharatiya Janata Party,104924,307,105231,41.29,Madhaugarh,219
RAGHVENDRA PRATAP SINGH,Samajwadi Party,62674,361,63035,24.74,Madhaugarh,219
SHEETAL KUSHWAHA,Bahujan Samaj Party,70116,141,70257,27.57,Madhaugarh,219
SIDDARTH DEVOLIA,Indian National Congress,3135,6,3141,1.23,Madhaugarh,219
BRIJESH CHANDRA,Jansatta Dal Loktantrik,1866,5,1871,0.73,Madhaugarh,219
BHAGWAN SINGH,Bahujan Mukti Party,1935,4,1939,0.76,Madhaugarh,219
MOOLSHARAN,Jan Adhikar Party,1733,2,1735,0.68,Madhaugarh,219
RAM JI,Aam Aadmi Party,439,5,444,0.17,Madhaugarh,219
JAGATPAL,Independent,304,0,304,0.12,Madhaugarh,219
JITENDRA SINGH,Independent,293,0,293,0.11,Madhaugarh,219
RAVINDRA KUMAR,Independent,640,0,640,0.25,Madhaugarh,219
RAMBIHARI,Independent,2131,0,2131,0.84,Madhaugarh,219
SURESH BABU,Independent,955,0,955,0.37,Madhaugarh,219
NOTA,None of the Above,2849,3,2852,1.12,Madhaugarh,219
AMARESH CHAND PANDEY,Indian National Congress,3823,48,3871,1.73,Madhuban,353
UMESH PANDEY,Samajwadi Party,73610,974,74584,33.26,Madhuban,353
NEELAM SINGH KUSHWAHA,Bahujan Samaj Party,50887,298,51185,22.82,Madhuban,353
RAM BILASH CHAUHAN,Bharatiya Janata Party,78707,325,79032,35.24,Madhuban,353
FAUJI KISHAN LAL GOND,Aam Aadmi Party,2225,6,2231,0.99,Madhuban,353
DINESH,Jan Adhikar Party,982,1,983,0.44,Madhuban,353
BHARAT SINGH,Vikassheel Insaan Party,7979,32,8011,3.57,Madhuban,353
RAMPRAVESH,Rashtriya Samaj Dal (R),298,0,298,0.13,Madhuban,353
RAVINDRA,Independent,542,1,543,0.24,Madhuban,353
SURYA KUMAR DUBEY,Independent,644,1,645,0.29,Madhuban,353
SUSHEEL,Independent,891,1,892,0.4,Madhuban,353
SURAJ KUMAR PANDEY,Independent,728,1,729,0.33,Madhuban,353
NOTA,None of the Above,1252,2,1254,0.56,Madhuban,353
Brijesh Kumar,Indian National Congress,2238,17,2255,1.07,Mahadewa,311
Ravi,Bharatiya Janata Party,77506,349,77855,36.87,Mahadewa,311
LAXMI CHANDRA KHARVAR,Bahujan Samaj Party,40003,204,40207,19.04,Mahadewa,311
Dudhram,Suheldev Bharatiya Samaj Party,82316,1034,83350,39.47,Mahadewa,311
PURNIMA,Jan Adhikar Party,2905,2,2907,1.38,Mahadewa,311
Ram Karan,Bahujan Mukti Party,903,2,905,0.43,Mahadewa,311
SURESH,Aam Aadmi Party,1177,6,1183,0.56,Mahadewa,311
Vijay Vikram,Independent,940,3,943,0.45,Mahadewa,311
NOTA,None of the Above,1580,2,1582,0.75,Mahadewa,311
ALOK PRASAD,Indian National Congress,5841,24,5865,2.23,Maharajganj,318
OMPRAKASH,Bahujan Samaj Party,20354,112,20466,7.79,Maharajganj,318
JAY MANGAL,Bharatiya Janata Party,135646,425,136071,51.8,Maharajganj,318
RAMKEVAL,Communist Party of India,2814,0,2814,1.07,Maharajganj,318
AMARNATH,Aam Aadmi Party,1520,1,1521,0.58,Maharajganj,318
GEETA RATNA,Suheldev Bharatiya Samaj Party,21750,645,22395,8.53,Maharajganj,318
JITENDRA,All India Majlis-E-Ittehadul Muslimeen,7744,7,7751,2.95,Maharajganj,318
MANOJ KUMAR,Aam Janta Party (India),677,0,677,0.26,Maharajganj,318
VIRENDAR,Lok Jan Shakti Party,766,2,768,0.29,Maharajganj,318
SHAILENDAR,Bahujan Mukti Party,1053,1,1054,0.4,Maharajganj,318
AWADHESH,Independent,1274,0,1274,0.49,Maharajganj,318
NIRMESH MANGAL,Independent,58846,322,59168,22.53,Maharajganj,318
NOTA,None of the Above,2840,8,2848,1.08,Maharajganj,318
KANISHKA PANDEY,Indian National Congress,7213,67,7280,2.89,Maharajpur,217
FATEH BAHADUR SINGH GILL,Samajwadi Party,70075,547,70622,28,Maharajpur,217
Satish Mahana,Bharatiya Janata Party,151852,1031,152883,60.6,Maharajpur,217
SURENDRA PAL SINGH,Bahujan Samaj Party,15005,108,15113,5.99,Maharajpur,217
AVDHESH KUMAR GUPTA,Bhartiya Shakti Chetna Party,934,1,935,0.37,Maharajpur,217
UMESH SINGH YADAV,Aam Aadmi Party,761,6,767,0.3,Maharajpur,217
ANKIT PAL,Rashtriya Samaj Paksha,349,0,349,0.14,Maharajpur,217
RAMAKANT NISHAD,Vikassheel Insaan Party,825,1,826,0.33,Maharajpur,217
RAJENDRA KUMAR KATHERIYA,Rashtriya Janutthan Party,227,0,227,0.09,Maharajpur,217
Vishnu Kumar,Jan Adhikar Party,414,1,415,0.16,Maharajpur,217
SHASHANK PANDEY,Jan Abhiyan Party,336,0,336,0.13,Maharajpur,217
PRAVEEN KUMAR,Independent,566,0,566,0.22,Maharajpur,217
VIJAY KUMAR,Independent,571,0,571,0.23,Maharajpur,217
NOTA,None of the Above,1365,7,1372,0.54,Maharajpur,217
KRISHNA KUMAR OJHA,Samajwadi Party,74936,263,75199,34.82,Mahasi,285
DINESH KUMAR SHUKLA,Bahujan Samaj Party,10631,20,10651,4.93,Mahasi,285
DR. RAJESH TIWARI,Indian National Congress,4821,9,4830,2.24,Mahasi,285
SURESHWAR SINGH,Bharatiya Janata Party,117724,159,117883,54.58,Mahasi,285
DILEEP KUMAR,Sarvajan Hitay Party,3282,0,3282,1.52,Mahasi,285
BUDHARAM,Aam Aadmi Party,771,1,772,0.36,Mahasi,285
LEKHRAJ,Sabka Dal United,519,0,519,0.24,Mahasi,285
GOPAL,Independent,578,0,578,0.27,Mahasi,285
NOTA,None of the Above,2264,0,2264,1.05,Mahasi,285
ASHA MAURYA,Bharatiya Janata Party,91981,110,92091,41.89,Mahmoodabad,151
USHA VERMA,Indian National Congress,1761,1,1762,0.8,Mahmoodabad,151
NARENDRA SINGH VERMA,Samajwadi Party,86292,577,86869,39.51,Mahmoodabad,151
MEESAM AMMAR RIZVI,Bahujan Samaj Party,35247,57,35304,16.06,Mahmoodabad,151
MAYA VERMA,Bhartiya Rashtrawadi Party,541,0,541,0.25,Mahmoodabad,151
RAJ KUMAR GUPTA,Aam Aadmi Party,393,0,393,0.18,Mahmoodabad,151
DEEP KUMAR,Independent,637,0,637,0.29,Mahmoodabad,151
RAGHUNANDAN,Independent,467,0,467,0.21,Mahmoodabad,151
VINOD KUMAR,Independent,424,0,424,0.19,Mahmoodabad,151
NOTA,None of the Above,1362,3,1365,0.62,Mahmoodabad,151
MANOJ TIWARI,Samajwadi Party,50405,638,51043,24.64,Mahoba,230
RAKESH KUMAR GOSWAMI,Bharatiya Janata Party,94077,413,94490,45.61,Mahoba,230
SAGAR,Indian National Congress,9385,38,9423,4.55,Mahoba,230
SANJAY KUMAR SAHU,Bahujan Samaj Party,38049,247,38296,18.48,Mahoba,230
EHSAN,Bahujan Mukti Party,960,1,961,0.46,Mahoba,230
KAMLESH KUMAR,Bhartiya Shakti Chetna Party,1097,5,1102,0.53,Mahoba,230
KULDEEP KUSHWAHA,Jan Adhikar Party,4541,15,4556,2.2,Mahoba,230
DEV PRATAP SINGH,Aazad Samaj Party (Kanshi Ram),693,1,694,0.33,Mahoba,230
Mahesh Kumar,Aam Aadmi Party,648,1,649,0.31,Mahoba,230
ANIL KUMAR,Independent,836,5,841,0.41,Mahoba,230
ANIL SINGH,Independent,431,1,432,0.21,Mahoba,230
ARJUN KUMAR,Independent,548,7,555,0.27,Mahoba,230
DEVRAJ,Independent,842,1,843,0.41,Mahoba,230
DEVENDRA KUMAR NAGAICH,Independent,635,0,635,0.31,Mahoba,230
MAHESH,Independent,1144,1,1145,0.55,Mahoba,230
NOTA,None of the Above,1513,1,1514,0.73,Mahoba,230
ANOOP KUMAR GUPTA,Samajwadi Party,99357,511,99868,39.87,Maholi,145
ASHISH MISHRA,Indian National Congress,2199,13,2212,0.88,Maholi,145
DR RAJENDRA PRASAD VERMA,Bahujan Samaj Party,25447,60,25507,10.18,Maholi,145
SHASHANK TRIVEDI,Bharatiya Janata Party,111857,183,112040,44.73,Maholi,145
AJAY VERMA,Bharatiya Jan Kranti Dal (Democratic),2222,0,2222,0.89,Maholi,145
TEJ NARAYAN VISHVAKARMA,Bahujan Mukti Party,458,1,459,0.18,Maholi,145
DEEPTI VERMA,Aam Aadmi Party,983,2,985,0.39,Maholi,145
NAFEES KHAN,Loktantrik Janwadi Party,306,0,306,0.12,Maholi,145
NEERAJ,Uttar Pradesh Republican Party,313,0,313,0.12,Maholi,145
RAJESH KUMAR RATHAUR,Bharatiya Subhash Sena,409,1,410,0.16,Maholi,145
RAMKUMAR MISHRA,Prajashakti Party Samdarshi,1091,1,1092,0.44,Maholi,145
PRADEEP,Independent,1414,1,1415,0.56,Maholi,145
RADHESHYAM,Independent,896,0,896,0.36,Maholi,145
RAM KUMAR,Independent,585,0,585,0.23,Maholi,145
SHYAM LAL,Independent,714,0,714,0.29,Maholi,145
NOTA,None of the Above,1479,1,1480,0.59,Maholi,145
GAURAV NAND,Bahujan Samaj Party,17067,149,17216,8.06,Mainpuri,107
JAYVEER SINGH,Bharatiya Janata Party,99445,369,99814,46.73,Mainpuri,107
RAJKUMAR URF RAJU YADAV,Samajwadi Party,92181,867,93048,43.56,Mainpuri,107
VINEETA,Indian National Congress,2540,18,2558,1.2,Mainpuri,107
NOTA,None of the Above,952,1,953,0.45,Mainpuri,107
PUSPLATA BIND,Bahujan Samaj Party,52825,165,52990,21.59,Majhawan,397
ROHIT SHUKLA,Samajwadi Party,69091,557,69648,28.38,Majhawan,397
SHIV SHANKER CHAUBEY,Indian National Congress,3387,12,3399,1.39,Majhawan,397
DR. AKHILESH KUMAR DWIVEDI,Janata Dal  (United),886,13,899,0.37,Majhawan,397
ARCHANA MISHRA,Lok Janshakti Party(Ram Vilas),808,8,816,0.33,Majhawan,397
ABHISHEK TRIPATHI,Pragatisheel Manav Samaj Party,1310,2,1312,0.53,Majhawan,397
ISARAR AHMAD,Rashtriya Samaj Dal (R),1126,0,1126,0.46,Majhawan,397
KAMALESH KUMAR MISHRA,Rashtravadi Vikas Party,623,2,625,0.25,Majhawan,397
DEEPA MAURYA,Jan Adhikar Party,2005,4,2009,0.82,Majhawan,397
DEVENDRA PRASAD MISHRA,Vikassheel Insaan Party,818,2,820,0.33,Majhawan,397
MRITYUNJAY SINGH,Suraksha Samaj Party,1485,1,1486,0.61,Majhawan,397
DR. VINOD KUMAR BIND,Nirbal Indian Shoshit Hamara Aam Dal,103064,171,103235,42.07,Majhawan,397
SHESH DHAR DUBEY,Aam Aadmi Party,2356,5,2361,0.96,Majhawan,397
KALLU,Independent,1919,0,1919,0.78,Majhawan,397
NOTA,None of the Above,2743,3,2746,1.12,Majhawan,397
KRISHNA PRATAP SINGH K.P.,Bharatiya Janata Party,18190,129,18319,8.01,Malhani,367
PUSHPA SHUKLA,Indian National Congress,1440,4,1444,0.63,Malhani,367
LUCKY YADAV,Samajwadi Party,95784,1573,97357,42.57,Malhani,367
SHAILENDRA YADAV,Bahujan Samaj Party,23842,165,24007,10.5,Malhani,367
AVANISH TIWARI PRINCE,Log Party,754,2,756,0.33,Malhani,367
JAY PRAKASH,Aam Aadmi Party,2695,2,2697,1.18,Malhani,367
DHANANJAY SINGH,Janata Dal  (United),79338,492,79830,34.91,Malhani,367
NAVEEN KUMAR,Voters Party  International,653,0,653,0.29,Malhani,367
MANOJ YADAV,Bahujan Mukti Party,366,0,366,0.16,Malhani,367
RAHUL SINGH,Bharat Swabhiman Party,656,1,657,0.29,Malhani,367
VISHAL PANDEY,Bhartiya Dharmanirpeksha Party,639,1,640,0.28,Malhani,367
MUSTAKIM,Independent,634,2,636,0.28,Malhani,367
NOTA,None of the Above,1330,3,1333,0.58,Malhani,367
INDAL KUMAR,Indian National Congress,2138,4,2142,0.89,Malihabad,168
JAGDISH,Bahujan Samaj Party,25840,74,25914,10.76,Malihabad,168
JAI DEVI,Bharatiya Janata Party,106266,106,106372,44.15,Malihabad,168
SURENDRA KUMAR,Samajwadi Party,98380,247,98627,40.93,Malihabad,168
JAI BANDHU,Bahujan Mukti Party,950,0,950,0.39,Malihabad,168
NEELAM SAROJ,Bahujan Awam Party,418,1,419,0.17,Malihabad,168
RAMESH KUMAR,Jan Adhikar Party,1144,1,1145,0.48,Malihabad,168
RUPENDRA KUMAR,Aazad Samaj Party (Kanshi Ram),1012,3,1015,0.42,Malihabad,168
ACCHE LAL,Independent,896,0,896,0.37,Malihabad,168
AJAY KUMAR RAWAT,Independent,1977,6,1983,0.82,Malihabad,168
